country,year,sex,age,suicides_no,population
Russia,1985,female,55-74 years,3208.0,15484100.0
Russia,1985,female,75+ years,1325.0,4187300.0
Russia,1985,male,15-24 years,3533.0,10668200.0
Russia,1985,male,25-34 years,8413.0,12680600.0
Russia,1985,male,35-54 years,14891.0,16814300.0
Russia,1985,male,5-14 years,171.0,10568800.0
Russia,1985,male,55-74 years,6908.0,8551400.0
Russia,1985,male,75+ years,1165.0,1163900.0
Russia,1986,female,15-24 years,517.0,10038000.0
Russia,1986,female,25-34 years,858.0,12574600.0
Russia,1986,female,35-54 years,2468.0,18416900.0
Russia,1986,female,5-14 years,31.0,10369700.0
Russia,1986,female,55-74 years,3133.0,15620800.0
Russia,1986,female,75+ years,1526.0,4322000.0
Russia,1986,male,15-24 years,2524.0,10408800.0
Russia,1986,male,25-34 years,5613.0,12837000.0
Russia,1986,male,35-54 years,9815.0,16977100.0
Russia,1986,male,5-14 years,186.0,10698500.0
Russia,1986,male,55-74 years,5417.0,8850400.0
Russia,1986,male,75+ years,1141.0,1206600.0
Russia,1987,female,15-24 years,479.0,9845400.0
Russia,1987,female,25-34 years,806.0,12633000.0
Russia,1987,female,35-54 years,2383.0,18608100.0
Russia,1987,female,5-14 years,38.0,10509200.0
Russia,1987,female,55-74 years,3208.0,15674100.0
Russia,1987,female,75+ years,1634.0,4476700.0
Russia,1987,male,15-24 years,2315.0,10241300.0
Russia,1987,male,25-34 years,5807.0,12907300.0
Russia,1987,male,35-54 years,10040.0,17245900.0
Russia,1987,male,5-14 years,195.0,10833800.0
Russia,1987,male,55-74 years,5699.0,9103600.0
Russia,1987,male,75+ years,1238.0,1255400.0
Russia,1988,female,15-24 years,615.0,9717900.0
Russia,1988,female,25-34 years,874.0,12617600.0
Russia,1988,female,35-54 years,2378.0,18889400.0
Russia,1988,female,5-14 years,58.0,10699300.0
Russia,1988,female,55-74 years,3198.0,15638700.0
Russia,1988,female,75+ years,1765.0,4606200.0
Russia,1988,male,15-24 years,2427.0,10139300.0
Russia,1988,male,25-34 years,6191.0,12893300.0
Russia,1988,male,35-54 years,10621.0,17597600.0
Russia,1988,male,5-14 years,256.0,11026800.0
Russia,1988,male,55-74 years,5867.0,9275000.0
Russia,1988,male,75+ years,1315.0,1301500.0
Russia,1989,female,15-24 years,628.0,9650700.0
Russia,1989,female,25-34 years,827.0,12470000.0
Russia,1989,female,35-54 years,2326.0,19316700.0
Russia,1989,female,5-14 years,48.0,10898600.0
Russia,1989,female,55-74 years,3042.0,15522500.0
Russia,1989,female,75+ years,1677.0,4738100.0
Russia,1989,male,15-24 years,2581.0,10073900.0
Russia,1989,male,25-34 years,6856.0,12748800.0
Russia,1989,male,35-54 years,12030.0,18058500.0
Russia,1989,male,5-14 years,263.0,11233200.0
Russia,1989,male,55-74 years,6250.0,9383700.0
Russia,1989,male,75+ years,1393.0,1349100.0
Russia,1990,female,15-24 years,641.0,9649700.0
Russia,1990,female,25-34 years,910.0,12197600.0
Russia,1990,female,35-54 years,2467.0,19730400.0
Russia,1990,female,5-14 years,52.0,11049400.0
Russia,1990,female,55-74 years,3064.0,15534000.0
Russia,1990,female,75+ years,1608.0,4847400.0
Russia,1990,male,15-24 years,2874.0,10059700.0
Russia,1990,male,25-34 years,6868.0,12477900.0
Russia,1990,male,35-54 years,12517.0,18495100.0
Russia,1990,male,5-14 years,260.0,11397000.0
Russia,1990,male,55-74 years,6401.0,9577500.0
Russia,1990,male,75+ years,1366.0,1382500.0
Russia,1991,female,15-24 years,642.0,9697300.0
Russia,1991,female,25-34 years,888.0,11901200.0
Russia,1991,female,35-54 years,2429.0,19987200.0
Russia,1991,female,5-14 years,65.0,11204500.0
Russia,1991,female,55-74 years,2926.0,15781500.0
Russia,1991,female,75+ years,1510.0,4831000.0
Russia,1991,male,15-24 years,2984.0,10112700.0
Russia,1991,male,25-34 years,6901.0,12157500.0
Russia,1991,male,35-54 years,12746.0,18782900.0
Russia,1991,male,5-14 years,298.0,11561800.0
Russia,1991,male,55-74 years,6566.0,9894400.0
Russia,1991,male,75+ years,1326.0,1371000.0
Russia,1992,female,15-24 years,704.0,9791500.0
Russia,1992,female,25-34 years,990.0,11561000.0
Russia,1992,female,35-54 years,2768.0,20093200.0
Russia,1992,female,5-14 years,76.0,11376200.0
Russia,1992,female,55-74 years,3133.0,16206600.0
Russia,1992,female,75+ years,1458.0,4741300.0
Russia,1992,male,15-24 years,3447.0,10235100.0
Russia,1992,male,25-34 years,7958.0,11773600.0
Russia,1992,male,35-54 years,15824.0,18933500.0
Russia,1992,male,5-14 years,318.0,11747200.0
Russia,1992,male,55-74 years,8014.0,10319200.0
Russia,1992,male,75+ years,1233.0,1340500.0
Russia,1993,female,15-24 years,785.0,9824100.0
Russia,1993,female,25-34 years,1154.0,11063800.0
Russia,1993,female,35-54 years,3163.0,20012400.0
Russia,1993,female,5-14 years,93.0,11376500.0
Russia,1993,female,55-74 years,3433.0,16579000.0
Russia,1993,female,75+ years,1468.0,4615000.0
Russia,1993,male,15-24 years,4347.0,10306400.0
Russia,1993,male,25-34 years,9328.0,11260400.0
Russia,1993,male,35-54 years,20256.0,18908000.0
Russia,1993,male,5-14 years,337.0,11763700.0
Russia,1993,male,55-74 years,10118.0,10681300.0
Russia,1993,male,75+ years,1364.0,1302200.0
Russia,1994,female,15-24 years,915.0,10036800.0
Russia,1994,female,25-34 years,1198.0,10708700.0
Russia,1994,female,35-54 years,3257.0,20124300.0
Russia,1994,female,5-14 years,75.0,11447200.0
Russia,1994,female,55-74 years,3489.0,16977700.0
Russia,1994,female,75+ years,1454.0,4526500.0
Russia,1994,male,15-24 years,5177.0,10518500.0
Russia,1994,male,25-34 years,10310.0,10947200.0
Russia,1994,male,35-54 years,22338.0,19044200.0
Russia,1994,male,5-14 years,364.0,11857400.0
Russia,1994,male,55-74 years,11431.0,11006300.0
Russia,1994,male,75+ years,1412.0,1281400.0
Russia,1995,female,15-24 years,1003.0,10253200.0
Russia,1995,female,25-34 years,1179.0,10375900.0
Russia,1995,female,35-54 years,3328.0,20339300.0
Russia,1995,female,5-14 years,78.0,11419400.0
Russia,1995,female,55-74 years,3499.0,17293700.0
Russia,1995,female,75+ years,1546.0,4436700.0
Russia,1995,male,15-24 years,5733.0,10678300.0
Russia,1995,male,25-34 years,9787.0,10700700.0
Russia,1995,male,35-54 years,21706.0,19249600.0
Russia,1995,male,5-14 years,355.0,11854400.0
Russia,1995,male,55-74 years,11152.0,11227000.0
Russia,1995,male,75+ years,1182.0,1258900.0
Russia,1996,female,15-24 years,904.0,10409100.0
Russia,1996,female,25-34 years,1127.0,10062400.0
Russia,1996,female,35-54 years,2953.0,20618800.0
Russia,1996,female,5-14 years,78.0,11267400.0
Russia,1996,female,55-74 years,3205.0,17502200.0
Russia,1996,female,75+ years,1418.0,4369100.0
Russia,1996,male,15-24 years,5784.0,10772000.0
Russia,1996,male,25-34 years,9214.0,10443600.0
Russia,1996,male,35-54 years,20562.0,19507100.0
Russia,1996,male,5-14 years,320.0,11716700.0
Russia,1996,male,55-74 years,10754.0,11361400.0
Russia,1996,male,75+ years,1192.0,1242800.0
Russia,1997,female,15-24 years,945.0,10556600.0
Russia,1997,female,25-34 years,1050.0,9833800.0
Russia,1997,female,35-54 years,2819.0,21047500.0
Russia,1997,female,5-14 years,76.0,10988200.0
Russia,1997,female,55-74 years,3180.0,17453600.0
Russia,1997,female,75+ years,1424.0,4360900.0
Russia,1997,male,15-24 years,5780.0,10874000.0
Russia,1997,male,25-34 years,8222.0,10242100.0
Russia,1997,male,35-54 years,18973.0,19913400.0
Russia,1997,male,5-14 years,346.0,11444500.0
Russia,1997,male,55-74 years,10726.0,11327500.0
Russia,1997,male,75+ years,1205.0,1241100.0
Russia,1998,female,15-24 years,927.0,10752700.0
Russia,1998,female,25-34 years,902.0,9685600.0
Russia,1998,female,35-54 years,2715.0,21695000.0
Russia,1998,female,5-14 years,79.0,10548900.0
Russia,1998,female,55-74 years,2917.0,17046200.0
Russia,1998,female,75+ years,1431.0,4434700.0
Russia,1998,male,15-24 years,5729.0,11040600.0
Russia,1998,male,25-34 years,7634.0,10104200.0
Russia,1998,male,35-54 years,18058.0,20487900.0
Russia,1998,male,5-14 years,333.0,11006800.0
Russia,1998,male,55-74 years,9683.0,11058100.0
Russia,1998,male,75+ years,1110.0,1261400.0
Russia,1999,female,15-24 years,1080.0,10957600.0
Russia,1999,female,25-34 years,1041.0,9616300.0
Russia,1999,female,35-54 years,3128.0,22337800.0
Russia,1999,female,5-14 years,98.0,10037400.0
Russia,1999,female,55-74 years,3072.0,16457600.0
Russia,1999,female,75+ years,1490.0,4569600.0
Russia,1999,male,15-24 years,6120.0,11232900.0
Russia,1999,male,25-34 years,8101.0,10022400.0
Russia,1999,male,35-54 years,20705.0,21016400.0
Russia,1999,male,5-14 years,402.0,10490300.0
Russia,1999,male,55-74 years,10609.0,10669100.0
Russia,1999,male,75+ years,1128.0,1310400.0
Russia,2000,female,15-24 years,1015.0,11120027.0
Russia,2000,female,25-34 years,1027.0,9648389.0
Russia,2000,female,35-54 years,2926.0,22830770.0
Russia,2000,female,5-14 years,103.0,9543220.0
Russia,2000,female,55-74 years,2646.0,15887955.0
Russia,2000,female,75+ years,1382.0,4729070.0
Russia,2000,male,15-24 years,6578.0,11393600.0
Russia,2000,male,25-34 years,8654.0,10025181.0
Russia,2000,male,35-54 years,21063.0,21378098.0
Russia,2000,male,5-14 years,404.0,9986252.0
Russia,2000,male,55-74 years,9656.0,10282841.0
Russia,2000,male,75+ years,1165.0,1380292.0
Russia,2001,female,15-24 years,1065.0,11270161.0
Russia,2001,female,25-34 years,1087.0,9733290.0
Russia,2001,female,35-54 years,2920.0,23046634.0
Russia,2001,female,5-14 years,114.0,8998521.0
Russia,2001,female,55-74 years,2471.0,15506563.0
Russia,2001,female,75+ years,1349.0,4919708.0
Russia,2001,male,15-24 years,6945.0,11547645.0
Russia,2001,male,25-34 years,8886.0,10078045.0
Russia,2001,male,35-54 years,21262.0,21476420.0
Russia,2001,male,5-14 years,389.0,9428879.0
Russia,2001,male,55-74 years,9234.0,10030533.0
Russia,2001,male,75+ years,1236.0,1485110.0
Russia,2002,female,15-24 years,1054.0,11425220.0
Russia,2002,female,25-34 years,1086.0,9838656.0
Russia,2002,female,35-54 years,2910.0,22995821.0
Russia,2002,female,5-14 years,83.0,8396266.0
Russia,2002,female,55-74 years,2472.0,15292297.0
Russia,2002,female,75+ years,1452.0,5126645.0
Russia,2002,male,15-24 years,6667.0,11714752.0
Russia,2002,male,25-34 years,8696.0,10156286.0
Russia,2002,male,35-54 years,20119.0,21320535.0
Russia,2002,male,5-14 years,338.0,8810074.0
Russia,2002,male,55-74 years,8850.0,9892090.0
Russia,2002,male,75+ years,1297.0,1622258.0
Russia,2003,female,15-24 years,969.0,11942216.0
Russia,2003,female,25-34 years,1050.0,10257511.0
Russia,2003,female,35-54 years,2718.0,23024470.0
Russia,2003,female,5-14 years,79.0,7960126.0
Russia,2003,female,55-74 years,2214.0,15243314.0
Russia,2003,female,75+ years,1420.0,5170321.0
Russia,2003,male,15-24 years,6134.0,12256012.0
Russia,2003,male,25-34 years,8085.0,10260634.0
Russia,2003,male,35-54 years,18681.0,21007346.0
Russia,2003,male,5-14 years,284.0,8328381.0
Russia,2003,male,55-74 years,8314.0,9920853.0
Russia,2003,male,75+ years,1497.0,1648684.0
Russia,2004,female,15-24 years,992.0,12088752.0
Russia,2004,female,25-34 years,1042.0,10494419.0
Russia,2004,female,35-54 years,2668.0,22956701.0
Russia,2004,female,5-14 years,73.0,7572781.0
Russia,2004,female,55-74 years,2029.0,15236313.0
Russia,2004,female,75+ years,1398.0,5370057.0
Russia,2004,male,15-24 years,5891.0,12425537.0
Russia,2004,male,25-34 years,7955.0,10461766.0
Russia,2004,male,35-54 years,17465.0,20843896.0
Russia,2004,male,5-14 years,288.0,7919935.0
Russia,2004,male,55-74 years,7715.0,9924764.0
Russia,2004,male,75+ years,1580.0,1776778.0
Russia,2005,female,15-24 years,904.0,12011488.0
Russia,2005,female,25-34 years,992.0,10640505.0
Russia,2005,female,35-54 years,2311.0,22722081.0
Russia,2005,female,5-14 years,69.0,7138064.0
Russia,2005,female,55-74 years,1884.0,15297324.0
Russia,2005,female,75+ years,1304.0,5535287.0
Russia,2005,male,15-24 years,5750.0,12357989.0
Russia,2005,male,25-34 years,7796.0,10578048.0
Russia,2005,male,35-54 years,15843.0,20550405.0
Russia,2005,male,5-14 years,206.0,7467908.0
Russia,2005,male,55-74 years,7144.0,9977150.0
Russia,2005,male,75+ years,1599.0,1885942.0
Russia,2006,female,15-24 years,869.0,11819245.0
Russia,2006,female,25-34 years,974.0,10784340.0
Russia,2006,female,35-54 years,2189.0,22545749.0
Russia,2006,female,5-14 years,75.0,6808787.0
Russia,2006,female,55-74 years,1719.0,15405634.0
Russia,2006,female,75+ years,1401.0,5646287.0
Russia,2006,male,15-24 years,5319.0,12174930.0
Russia,2006,male,25-34 years,7584.0,10691395.0
Russia,2006,male,35-54 years,14020.0,20336306.0
Russia,2006,male,5-14 years,201.0,7123987.0
Russia,2006,male,55-74 years,6562.0,10054153.0
Russia,2006,male,75+ years,1701.0,1966649.0
Russia,2007,female,15-24 years,949.0,11502702.0
Russia,2007,female,25-34 years,1051.0,10944247.0
Russia,2007,female,35-54 years,2176.0,22379725.0
Russia,2007,female,5-14 years,69.0,6605348.0
Russia,2007,female,55-74 years,1738.0,15620091.0
Russia,2007,female,75+ years,1358.0,5710937.0
Russia,2007,male,15-24 years,5257.0,11862129.0
Russia,2007,male,25-34 years,7483.0,10843276.0
Russia,2007,male,35-54 years,13065.0,20173873.0
Russia,2007,male,5-14 years,192.0,6911384.0
Russia,2007,male,55-74 years,6151.0,10209479.0
Russia,2007,male,75+ years,1660.0,2015773.0
Russia,2008,female,15-24 years,916.0,11025088.0
Russia,2008,female,25-34 years,981.0,11179123.0
Russia,2008,female,35-54 years,2040.0,22229346.0
Russia,2008,female,5-14 years,90.0,6539687.0
Russia,2008,female,55-74 years,1613.0,15906813.0
Russia,2008,female,75+ years,1285.0,5714841.0
Russia,2008,male,15-24 years,4863.0,11377099.0
Russia,2008,male,25-34 years,6860.0,11091377.0
Russia,2008,male,35-54 years,11848.0,20041975.0
Russia,2008,male,5-14 years,148.0,6848169.0
Russia,2008,male,55-74 years,5855.0,10403205.0
Russia,2008,male,75+ years,1712.0,2029226.0
Russia,2009,female,15-24 years,839.0,10472951.0
Russia,2009,female,25-34 years,986.0,11440839.0
Russia,2009,female,35-54 years,1930.0,22050450.0
Russia,2009,female,5-14 years,78.0,6552868.0
Russia,2009,female,55-74 years,1519.0,16287675.0
Russia,2009,female,75+ years,1133.0,5657810.0
Russia,2009,male,15-24 years,4632.0,10819693.0
Russia,2009,male,25-34 years,7233.0,11373727.0
Russia,2009,male,35-54 years,11721.0,19901557.0
Russia,2009,male,5-14 years,166.0,6869835.0
Russia,2009,male,55-74 years,5637.0,10645241.0
Russia,2009,male,75+ years,1534.0,2012787.0
Russia,2010,female,15-24 years,763.0,10241329.0
Russia,2010,female,25-34 years,893.0,11473939.0
Russia,2010,female,35-54 years,1680.0,21894031.0
Russia,2010,female,5-14 years,64.0,6682338.0
Russia,2010,female,55-74 years,1354.0,16921727.0
Russia,2010,female,75+ years,1041.0,5711389.0
Russia,2010,male,15-24 years,3934.0,10546669.0
Russia,2010,male,25-34 years,6508.0,11398127.0
Russia,2010,male,35-54 years,10304.0,19786280.0
Russia,2010,male,5-14 years,131.0,7012170.0
Russia,2010,male,55-74 years,5178.0,11174530.0
Russia,2010,male,75+ years,1506.0,2023458.0
Russia,2011,female,15-24 years,740.0,9723773.0
Russia,2011,female,25-34 years,843.0,11638171.0
Russia,2011,female,35-54 years,1515.0,21733089.0
Russia,2011,female,5-14 years,67.0,6720399.0
Russia,2011,female,55-74 years,1300.0,17200185.0
Russia,2011,female,75+ years,1103.0,5829088.0
Russia,2011,male,15-24 years,3569.0,10070836.0
Russia,2011,male,25-34 years,6011.0,11598196.0
Russia,2011,male,35-54 years,9411.0,19684905.0
Russia,2011,male,5-14 years,102.0,7052757.0
Russia,2011,male,55-74 years,4892.0,11401026.0
Russia,2011,male,75+ years,1485.0,2093449.0
Russia,2012,female,15-24 years,627.0,9131383.0
Russia,2012,female,25-34 years,866.0,11827264.0
Russia,2012,female,35-54 years,1572.0,21564691.0
Russia,2012,female,5-14 years,65.0,6819793.0
Russia,2012,female,55-74 years,1229.0,17375445.0
Russia,2012,female,75+ years,1095.0,6062562.0
Russia,2012,male,15-24 years,3275.0,9484213.0
Russia,2012,male,25-34 years,5762.0,11845892.0
Russia,2012,male,35-54 years,8755.0,19588712.0
Russia,2012,male,5-14 years,107.0,7159170.0
Russia,2012,male,55-74 years,4804.0,11597408.0
Russia,2012,male,75+ years,1486.0,2211989.0
Russia,2013,female,15-24 years,511.0,8554683.0
Russia,2013,female,25-34 years,803.0,11984461.0
Russia,2013,female,35-54 years,1454.0,21385188.0
Russia,2013,female,5-14 years,54.0,6979537.0
Russia,2013,female,55-74 years,1154.0,17517861.0
Russia,2013,female,75+ years,1000.0,6355318.0
Russia,2013,male,15-24 years,2770.0,8908926.0
Russia,2013,male,25-34 years,5825.0,12057910.0
Russia,2013,male,35-54 years,8815.0,19484117.0
Russia,2013,male,5-14 years,111.0,7327888.0
Russia,2013,male,55-74 years,4644.0,11808589.0
Russia,2013,male,75+ years,1549.0,2349484.0
Russia,2014,female,15-24 years,467.0,8554683.0
Russia,2014,female,25-34 years,723.0,11984461.0
Russia,2014,female,35-54 years,1297.0,21385188.0
Russia,2014,female,5-14 years,44.0,6979537.0
Russia,2014,female,55-74 years,1105.0,17517861.0
Russia,2014,female,75+ years,1019.0,6355318.0
Russia,2014,male,15-24 years,2311.0,8908926.0
Russia,2014,male,25-34 years,5276.0,12057910.0
Russia,2014,male,35-54 years,8105.0,19484117.0
Russia,2014,male,5-14 years,96.0,7327888.0
Russia,2014,male,55-74 years,4501.0,11808589.0
Russia,2014,male,75+ years,1597.0,2349484.0
Russia,2015,female,15-24 years,378.0,7653174.0
Russia,2015,female,25-34 years,730.0,12264840.0
Russia,2015,female,35-54 years,1391.0,21387236.0
Russia,2015,female,5-14 years,57.0,7464309.0
Russia,2015,female,55-74 years,1062.0,18280577.0
Russia,2015,female,75+ years,953.0,6957819.0
Russia,2015,male,15-24 years,1928.0,7995706.0
Russia,2015,male,25-34 years,4994.0,12407057.0
Russia,2015,male,35-54 years,7898.0,19598084.0
Russia,2015,male,5-14 years,79.0,7836667.0
Russia,2015,male,55-74 years,4443.0,12564884.0
Russia,2015,male,75+ years,1519.0,2608590.0
Saint Kitts And Nevis,1990,female,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1990,female,25-34 years,0.0,2600.0
Saint Kitts And Nevis,1990,female,35-54 years,0.0,2900.0
Saint Kitts And Nevis,1990,female,5-14 years,0.0,5700.0
Saint Kitts And Nevis,1990,female,55-74 years,0.0,3300.0
Saint Kitts And Nevis,1990,female,75+ years,0.0,1000.0
Saint Kitts And Nevis,1990,male,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1990,male,25-34 years,0.0,2400.0
Saint Kitts And Nevis,1990,male,35-54 years,0.0,2400.0
Saint Kitts And Nevis,1990,male,5-14 years,0.0,6000.0
Saint Kitts And Nevis,1990,male,55-74 years,0.0,2500.0
Saint Kitts And Nevis,1990,male,75+ years,0.0,500.0
Saint Kitts And Nevis,1991,female,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1991,female,25-34 years,0.0,2600.0
Saint Kitts And Nevis,1991,female,35-54 years,0.0,2900.0
Saint Kitts And Nevis,1991,female,5-14 years,0.0,5700.0
Saint Kitts And Nevis,1991,female,55-74 years,0.0,3300.0
Saint Kitts And Nevis,1991,female,75+ years,0.0,1000.0
Saint Kitts And Nevis,1991,male,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1991,male,25-34 years,0.0,2400.0
Saint Kitts And Nevis,1991,male,35-54 years,0.0,2400.0
Saint Kitts And Nevis,1991,male,5-14 years,0.0,6000.0
Saint Kitts And Nevis,1991,male,55-74 years,0.0,2500.0
Saint Kitts And Nevis,1991,male,75+ years,0.0,500.0
Saint Kitts And Nevis,1992,female,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1992,female,25-34 years,0.0,2600.0
Saint Kitts And Nevis,1992,female,35-54 years,0.0,2900.0
Saint Kitts And Nevis,1992,female,5-14 years,0.0,5700.0
Saint Kitts And Nevis,1992,female,55-74 years,0.0,3300.0
Saint Kitts And Nevis,1992,female,75+ years,0.0,1000.0
Saint Kitts And Nevis,1992,male,15-24 years,0.0,4900.0
Saint Kitts And Nevis,1992,male,25-34 years,0.0,2400.0
Saint Kitts And Nevis,1992,male,35-54 years,0.0,2400.0
Saint Kitts And Nevis,1992,male,5-14 years,0.0,6000.0
Saint Kitts And Nevis,1992,male,55-74 years,0.0,2500.0
Saint Kitts And Nevis,1992,male,75+ years,0.0,500.0
Saint Lucia,1979,female,15-24 years,0.0,10400.0
Saint Lucia,1979,female,25-34 years,0.0,5800.0
Saint Lucia,1979,female,35-54 years,0.0,9700.0
Saint Lucia,1979,female,5-14 years,0.0,18200.0
Saint Lucia,1979,female,55-74 years,0.0,5600.0
Saint Lucia,1979,female,75+ years,0.0,1800.0
Saint Lucia,1979,male,15-24 years,0.0,9000.0
Saint Lucia,1979,male,25-34 years,0.0,4500.0
Saint Lucia,1979,male,35-54 years,1.0,7600.0
Saint Lucia,1979,male,5-14 years,0.0,18600.0
Saint Lucia,1979,male,55-74 years,0.0,4200.0
Saint Lucia,1979,male,75+ years,0.0,800.0
Saint Lucia,1980,female,15-24 years,0.0,10600.0
Saint Lucia,1980,female,25-34 years,0.0,5900.0
Saint Lucia,1980,female,35-54 years,0.0,10000.0
Saint Lucia,1980,female,5-14 years,0.0,18600.0
Saint Lucia,1980,female,55-74 years,0.0,5600.0
Saint Lucia,1980,female,75+ years,0.0,1800.0
Saint Lucia,1980,male,15-24 years,0.0,9100.0
Saint Lucia,1980,male,25-34 years,1.0,4600.0
Saint Lucia,1980,male,35-54 years,2.0,7800.0
Saint Lucia,1980,male,5-14 years,0.0,18900.0
Saint Lucia,1980,male,55-74 years,0.0,4400.0
Saint Lucia,1980,male,75+ years,0.0,800.0
Saint Lucia,1981,female,15-24 years,0.0,12975.0
Saint Lucia,1981,female,25-34 years,0.0,7320.0
Saint Lucia,1981,female,35-54 years,0.0,8710.0
Saint Lucia,1981,female,5-14 years,0.0,17034.0
Saint Lucia,1981,female,55-74 years,0.0,5644.0
Saint Lucia,1981,female,75+ years,0.0,1180.0
Saint Lucia,1981,male,15-24 years,0.0,12707.0
Saint Lucia,1981,male,25-34 years,0.0,6627.0
Saint Lucia,1981,male,35-54 years,0.0,7477.0
Saint Lucia,1981,male,5-14 years,0.0,17725.0
Saint Lucia,1981,male,55-74 years,1.0,4845.0
Saint Lucia,1981,male,75+ years,0.0,764.0
Saint Lucia,1983,female,15-24 years,0.0,14900.0
Saint Lucia,1983,female,25-34 years,0.0,8800.0
Saint Lucia,1983,female,35-54 years,1.0,9600.0
Saint Lucia,1983,female,5-14 years,0.0,16900.0
Saint Lucia,1983,female,55-74 years,0.0,6400.0
Saint Lucia,1983,female,75+ years,0.0,1700.0
Saint Lucia,1983,male,15-24 years,0.0,14500.0
Saint Lucia,1983,male,25-34 years,1.0,7600.0
Saint Lucia,1983,male,35-54 years,4.0,8100.0
Saint Lucia,1983,male,5-14 years,0.0,17200.0
Saint Lucia,1983,male,55-74 years,2.0,5200.0
Saint Lucia,1983,male,75+ years,1.0,1000.0
Saint Lucia,1986,female,15-24 years,0.0,14800.0
Saint Lucia,1986,female,25-34 years,0.0,9700.0
Saint Lucia,1986,female,35-54 years,0.0,9800.0
Saint Lucia,1986,female,5-14 years,0.0,15200.0
Saint Lucia,1986,female,55-74 years,0.0,6300.0
Saint Lucia,1986,female,75+ years,0.0,1600.0
Saint Lucia,1986,male,15-24 years,0.0,14600.0
Saint Lucia,1986,male,25-34 years,2.0,8400.0
Saint Lucia,1986,male,35-54 years,3.0,8300.0
Saint Lucia,1986,male,5-14 years,0.0,15400.0
Saint Lucia,1986,male,55-74 years,0.0,4900.0
Saint Lucia,1986,male,75+ years,0.0,1000.0
Saint Lucia,1987,female,15-24 years,0.0,14800.0
Saint Lucia,1987,female,25-34 years,1.0,10200.0
Saint Lucia,1987,female,35-54 years,0.0,10000.0
Saint Lucia,1987,female,5-14 years,0.0,15000.0
Saint Lucia,1987,female,55-74 years,0.0,6300.0
Saint Lucia,1987,female,75+ years,0.0,1600.0
Saint Lucia,1987,male,15-24 years,2.0,14600.0
Saint Lucia,1987,male,25-34 years,3.0,8900.0
Saint Lucia,1987,male,35-54 years,2.0,8700.0
Saint Lucia,1987,male,5-14 years,0.0,15300.0
Saint Lucia,1987,male,55-74 years,3.0,4900.0
Saint Lucia,1987,male,75+ years,0.0,1000.0
Saint Lucia,1988,female,15-24 years,0.0,15000.0
Saint Lucia,1988,female,25-34 years,0.0,10400.0
Saint Lucia,1988,female,35-54 years,0.0,10200.0
Saint Lucia,1988,female,5-14 years,1.0,15300.0
Saint Lucia,1988,female,55-74 years,2.0,6300.0
Saint Lucia,1988,female,75+ years,1.0,1600.0
Saint Lucia,1988,male,15-24 years,1.0,14800.0
Saint Lucia,1988,male,25-34 years,1.0,9000.0
Saint Lucia,1988,male,35-54 years,2.0,8800.0
Saint Lucia,1988,male,5-14 years,0.0,15700.0
Saint Lucia,1988,male,55-74 years,2.0,4900.0
Saint Lucia,1988,male,75+ years,0.0,1000.0
Saint Lucia,1989,female,15-24 years,1.0,14172.0
Saint Lucia,1989,female,25-34 years,1.0,10069.0
Saint Lucia,1989,female,35-54 years,0.0,10657.0
Saint Lucia,1989,female,5-14 years,0.0,16416.0
Saint Lucia,1989,female,55-74 years,1.0,7188.0
Saint Lucia,1989,female,75+ years,0.0,1924.0
Saint Lucia,1989,male,15-24 years,1.0,13777.0
Saint Lucia,1989,male,25-34 years,1.0,9610.0
Saint Lucia,1989,male,35-54 years,1.0,10292.0
Saint Lucia,1989,male,5-14 years,0.0,16552.0
Saint Lucia,1989,male,55-74 years,2.0,6532.0
Saint Lucia,1989,male,75+ years,0.0,1377.0
Saint Lucia,1990,female,15-24 years,0.0,14116.0
Saint Lucia,1990,female,25-34 years,1.0,10489.0
Saint Lucia,1990,female,35-54 years,0.0,10814.0
Saint Lucia,1990,female,5-14 years,0.0,16405.0
Saint Lucia,1990,female,55-74 years,0.0,7433.0
Saint Lucia,1990,female,75+ years,0.0,2160.0
Saint Lucia,1990,male,15-24 years,1.0,13592.0
Saint Lucia,1990,male,25-34 years,1.0,9974.0
Saint Lucia,1990,male,35-54 years,0.0,10663.0
Saint Lucia,1990,male,5-14 years,0.0,16448.0
Saint Lucia,1990,male,55-74 years,0.0,6879.0
Saint Lucia,1990,male,75+ years,0.0,1564.0
Saint Lucia,1991,female,15-24 years,0.0,14156.0
Saint Lucia,1991,female,25-34 years,0.0,10923.0
Saint Lucia,1991,female,35-54 years,0.0,11148.0
Saint Lucia,1991,female,5-14 years,0.0,16468.0
Saint Lucia,1991,female,55-74 years,0.0,7433.0
Saint Lucia,1991,female,75+ years,0.0,2309.0
Saint Lucia,1991,male,15-24 years,1.0,13648.0
Saint Lucia,1991,male,25-34 years,2.0,10359.0
Saint Lucia,1991,male,35-54 years,2.0,11009.0
Saint Lucia,1991,male,5-14 years,0.0,16437.0
Saint Lucia,1991,male,55-74 years,0.0,6919.0
Saint Lucia,1991,male,75+ years,1.0,1687.0
Saint Lucia,1992,female,15-24 years,0.0,14112.0
Saint Lucia,1992,female,25-34 years,0.0,11288.0
